,ULTA UW Equity,EXPE UW Equity,WEX UN Equity,RPRX UW Equity,CHRW UW Equity,RIY Index
2021-07-20,0.03346000556121975,0.029543656027433585,0.041998039002069776,0.034889558232931606,-0.00021475357027811448,0.016401185617795022
2021-07-21,0.021375186846038785,0.040353574173712436,0.02681792043494169,0.0019403347077371347,0.00032219954892065417,0.00859182414296833
2021-07-22,-0.003892872823064497,-0.01471493658416445,0.0020873638122391736,-0.022996853062212552,-0.014709040154606057,0.0016911572959927845
2021-07-23,0.0037023977433003896,0.0094982190839219,0.020525326423817436,-0.0007433102081269016,0.012095456031382845,0.010098034782119791
2021-07-26,0.007875168335382599,0.007118539151965253,0.00019913376810865024,-0.015621125712868666,-0.004091300602928505,0.001825498331601061
2021-07-27,-0.01960670404043341,0.006269207129686594,0.008859688417699463,-0.012594458438287104,-0.012756756756756804,-0.00518066919526905
2021-07-28,-0.010517895235837793,-0.0032372343024675843,0.0007893828013221249,-0.017091836734693944,-0.03077091546211108,0.0009631802106124798
2021-07-29,0.0019163397909991442,0.003309026288375483,-0.04062114863199395,-0.007267064624967623,0.008134674048130064,0.004004267876787981
2021-07-30,0.003556379068168969,-0.01746778232455859,-0.0250757926108629,-0.0013071895424835445,-0.0006724195898241137,-0.005675592415630204
2021-08-02,0.0028588445503274773,-0.010443215018337781,-0.028197965529963565,-0.025916230366492155,0.005382976337333201,-0.001480658893207476
2021-08-03,0.02939779071148596,-0.027702745147308194,-0.011443757457424764,0.012631013168503014,0.019631901840490684,0.007467810984723489
2021-08-04,-0.011798303813534972,-0.009884998061765127,-0.021780874526800886,-0.02494692144373667,-0.011486708237610777,-0.004226372192097427
2021-08-05,0.02650553171614556,0.055073409461663836,0.005608524957936067,0.01388132825258559,-0.006861443116423227,0.00643721732057001
2021-08-06,0.003810607137779032,-0.07916383202424404,-0.0058003346346905404,-0.006979865771811977,0.014040561622465031,0.0007716870782785712
2021-08-09,-0.0009632000906542038,-0.0006044731009468007,-0.010658588578480788,-0.005677210056772131,-0.015274725274725287,-0.0006229749300759035
2021-08-10,0.025776265418970823,-0.0013440860215054862,-0.00226808800181455,-0.009516041326808056,-0.0023434884499496933,0.0003739376315408105
2021-08-11,0.014070879637308575,0.009892328398384942,-0.008070015912707507,0.0071369750205874105,0.015883668903802883,0.0021147081626451403
2021-08-12,0.013848376632227488,0.0017325248217499034,0.002692792483098394,0.01935132188607258,0.00451442413565295,0.002993688093919644
2021-08-13,-0.0001613293538759164,-0.01130845473292097,0.0015427689846294612,0.03556149732620306,0.007344075413789453,0.001146045961676112
2021-08-16,-0.005862578996907342,-0.030209244432483406,0.00017115472387030373,-0.012393493415956525,0.004570184983677672,0.0012664293674355953
2021-08-17,-0.024156680282414023,-0.010892188150409265,-0.013461867548913431,0.0219607843137255,-0.00931542461005197,-0.007266183237408574
2021-08-18,0.0027166380218439645,-0.015571298309602244,-0.012373518357906788,-0.009465336403172264,-0.02941176470588236,-0.010334381155419514
2021-08-19,-0.0023775295808913244,-0.016387602422515024,-0.006615537731982868,0.004132231404958775,-0.0112650670271488,0.00019712393741677658
2021-08-20,0.016377542537272083,-0.001883375588555003,0.029290429042904353,0.0030864197530864335,0.010481941437848974,0.00855819687421433
2021-08-23,0.008806609046541514,0.036649974599027635,0.019467506441454452,-0.008974358974359053,0.009471191791633915,0.00912287840504633
2021-08-24,0.010405405405405466,0.026533183982077713,0.008761583824768326,0.010866752910737354,0.0003350832123309999,0.002807469957959663
2021-08-25,0.04293165708171709,0.006751687921980665,0.01631312287734521,0.00025595085743534973,0.008374274229566714,0.002629154168880321
2021-08-26,-0.003129007437804532,-0.025470803414171406,-0.013914758409115713,-0.004605936540429845,-0.003543350680987767,-0.005910289150018566
2021-08-27,-0.003730575280436299,0.020019463367162427,0.023222222222222255,0.0074550128534705,0.008334259362151375,0.0093965194886787
2021-08-30,-0.010484724840534088,-0.017377674798964238,-0.006515365403409801,-0.00484817555498851,0.00022040996253047673,0.003930802396316269
2021-08-31,0.010804603700707238,0.0021499410500034344,0.003224396108864269,-0.008974358974359053,-0.007712648743940065,-0.001847753309787481
2021-09-01,0.00038728666959286784,0.011557093425605514,-0.004575911096584395,0.0064683053040104355,-0.009993337774816813,0.00093760752040839
2021-09-02,-0.01613069736230832,-0.01641923787370858,-0.02533793027964759,0.01053984575835476,0.01794526693584575,0.003153143220741894
2021-09-03,0.0023609034390494887,-0.007859776031161059,-0.013250982594048222,0.0,-0.007382106654914122,-0.00012089354459876578
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,-0.0072753919028553105,0.03400168255748759,-0.017013770342551582,-0.008394810480793824,-0.0177600177600179,-0.004054349003763891
2021-09-08,-0.007987767906572074,-0.01233981964878994,0.017887120115774202,-0.0069266290405335385,0.007006441405808639,-0.0019156030996507756
2021-09-09,0.015360085038532922,0.007345369671174717,-0.011715195632393094,-0.010849909584086825,-0.020536415666030705,-0.004090119263881253
2021-09-10,-0.01900125628140703,-0.009199945481804694,-0.01703303026815517,0.004962131104726986,0.012832263978001857,-0.0077657490969896825
2021-09-13,-0.006749906621845048,0.023385377261159634,0.025758107949888753,0.0007796257796257589,0.00825791855203617,0.0019406464318840744
2021-09-14,0.0038679524026967727,0.0121647960212381,-0.02334208423695927,0.030122046221760623,0.010658588578480899,-0.0059004074404244156
2021-09-15,0.0058866026275652406,0.004780876494023811,0.002571144743761966,-0.04285354171918332,0.006549733570159866,0.008375723522080936
2021-09-16,0.01699784534354798,-0.007599788527623663,-0.003147403392201431,0.010797998419805221,-0.004411602514613477,-0.0007755062575676153
2021-09-17,-0.008553044569993729,0.014050742491842572,-0.012570893995205501,0.0031266284523188137,-0.0313503932646505,-0.008367154498480467
2021-09-20,-0.024561403508771895,0.008602574205410995,-0.017231170061582146,-0.0433766233766234,-0.007090576395242465,-0.017202787205710557
2021-09-21,0.000270460323470445,-0.004166937951689653,-0.010483822377538199,-0.005430355688297417,0.007256392536282075,-0.0003219747347896762
2021-09-22,0.01625027038719451,0.039228506047727985,0.021981367594227752,-0.009282009282009396,0.0006861063464838058,0.009676249862564879
2021-09-23,0.013063722229612829,0.0496382510223341,0.03074356530028588,0.023146872416643705,0.010855902182607569,0.011939117906733632
2021-09-24,0.003598067023847129,0.030867897386717802,-0.01005780346820817,-0.000807971990304357,0.000565227221343001,0.0008552766327865058
2021-09-27,-0.0026169104754926176,-0.013605442176870763,0.04963213826929813,0.0013477088948785632,0.013557790080216847,-0.0027898640800603225
2021-09-28,-0.007845092225749806,-0.00512820512820511,-0.0017801513128615776,-0.01426648721399737,-0.011258499609853923,-0.020868287497785576
2021-09-29,0.0005553498704184978,-0.014871430264249308,-0.024019170753455166,0.0016384489350083076,-0.0029312288613303483,0.0009243229988999957
2021-09-30,-0.046068455134135045,-0.014253924339929003,0.0057671444070119815,-0.014721919302071895,-0.016282225237449044,-0.011029692936195157
2021-10-01,0.019699656433558532,0.03593654667480162,0.0349154081980243,0.0024903154399555927,-0.007471264367816199,0.011399585965846892
2021-10-04,0.005135450914327766,0.005889628364450283,-0.007625212573372009,-0.029257521391112262,0.001273885350318471,-0.013614373494310938
2021-10-05,0.010407655709342434,-0.009895192926986374,-0.0019900497512438386,0.004264998578333845,0.01040943789035409,0.010305804071998992
2021-10-06,-0.014875458169462563,0.00656416321703146,-0.01118865625346177,0.009060022650056565,0.015567765567765512,0.004317912237736143
2021-10-07,0.018522039053800787,0.01227894953292985,0.02083800134438718,-0.003647586980920381,0.010369702434625871,0.008990065826106841
2021-10-08,0.008905954190331578,-0.013464886825304778,-0.00839552238805974,-0.0005632216277103863,0.011378848728246238,-0.002418395841962462
2021-10-11,0.006607289161402852,-0.008648076244264002,-0.025233800011067453,0.018033248802479696,0.006618133686300487,-0.006825913632589109
2021-10-12,0.015884685063144888,0.006171740549522298,0.01152426908884463,-0.0016606698034874467,-0.004492658338812294,-0.0010796770613167306
2021-10-13,0.021684069058203193,-0.006133883810085616,0.03647996408126608,-0.006653728860548935,0.007044578976334703,0.004182236357105573
2021-10-14,0.021755078292985397,0.0022550590469407883,0.03102664067576333,0.03432877476974605,0.026778882938025994,0.016829971698140156
2021-10-15,0.004481196306107771,0.018355142400379165,0.013182080773068483,0.035887749595250984,0.0073451139024909295,0.006820330779832684
